,,Unnamed: 0,song,album,lyrics
60,60,60,Queen Jane Approximately,,"When your mother sends back all your invitations
And your father to your sister he explains
That you’re tired of yourself and all of your creations
Won’t you come see me, Queen Jane?
Won’t you come see me, Queen Jane?
Now when all of the flower ladies want back what they have lent you
And the smell of their roses does not remain
And all of your children start to resent you
Won’t you come see me, Queen Jane?
Won’t you come see me, Queen Jane?
Now when all the clowns that you have commissioned
Have died in battle or in vain
And you’re sick of all this repetition
Won’t you come see me, Queen Jane?
Won’t you come see me, Queen Jane?
Oh, when all of your advisers heave their plastic
At your feet to convince you of your pain
Trying to prove that your conclusions should be more drastic
Won’t you come see me, Queen Jane?
Won’t you come see me, Queen Jane?
Now when all of the bandits that you turned your other cheek to
All lay down their bandanas and complain
And you want somebody ya' don’t have to speak to
Won’t you come see me, Queen Jane?
Aw, won’t you come see me, Queen Jane?"
61,61,61,4th Time Around,,"When she said
“Don’t waste your words, they’re just lies”
I cried she was deaf
And she worked on my face until breaking my eyes
An' said, “What else you got left?”
Yeah, it was then that I got up to leave
But she said, “Don’t forget
Everybody must give something back
For something they get”
I stood there and hummed
I tapped on her drum I asked her ""How come?""
And she buttoned her boot
And straightened her suit
Then she said, “Don’t get cute”
So I forced my hands in my pockets
And felt with my thumbs
And gallantly handed her
My very last piece of gum
She threw me outside
I stood in the dirt where everyone walked
And after finding out I’d
Forgotten my shirt
I went back and knocked
I waited in the hallway, she went to get it
And I tried to make sense
Out of that picture of you in your wheelchair
That leaned up against
Her Jamaican rum
And when she did come, I asked her for some
She said, “No, dear”
I said, “Your words aren’t clear
You’d better spit out your gum”
She screamed 'til her face got so red
Then she fell on the floor
And I covered her up and then
Thought I’d go look through her drawer
And when I was through
I filled up my shoe
And brought it to you
And you, you took me in
You loved me then
You never wasted time
And I, I never took much
I never asked for your crutch
Now don’t ask for mine"
62,62,62,Not Dark Yet,,"Shadows are falling
And I’ve been here all day
It’s too hot to sleep
And time is running away
Feel like my soul has
Turned into steel
I’ve still got the scars
That the sun didn’t heal
There’s not even room enough
To be anywhere
It’s not dark yet
But it’s getting there
Well, my sense of humanity
Has gone down the drain
Behind every beautiful thing
There’s been some kind of pain
She wrote me a letter
And she wrote it so kind
She put down in writing
What was in her mind
I just don’t see why I should even care
It’s not dark yet
But it’s getting there
Well, I’ve been to London
And I’ve been to gay Paris
I’ve followed the river
And I got to the sea
I’ve been down on the bottom
Of a world full of lies
I ain’t looking for nothing
In anyone’s eyes
Sometimes my burden
Is more than I can bear
It’s not dark yet
But it’s getting there
I was born here, and I’ll die here
Against my will
I know it looks like I’m moving
But I’m standing still
Every nerve in my body
Is so vacant and numb
I can’t even remember what it was
I came here to get away from
Don’t even hear a murmur of a prayer
It’s not dark yet
But it’s getting there"
63,63,63,The Man in Me,,"The man in me will do nearly any task
And as for compensation, there’s little he would ask
Take a woman like you
To get through to the man in me
Storm clouds are raging all around my door
I think to myself I might not take it anymore
Take a woman like your kind
To find the man in me
But, oh, what a wonderful feeling
Just to know that you are near
Sets my heart a-reeling
From my toes up to my ears
The man in me will hide sometimes to keep from bein’ seen
But that’s just because he doesn’t want to turn into some machine
Took a woman like you
To get through to the man in me"
64,64,64,Isis,,"I married Isis on the fifth day of May
But I could not hold on to her very long
So I cut off my hair and I rode straight away
For the wild unknown country where I could not go wrong
I came to a high place of darkness and light
Dividing line ran through the center of town
I hitched up my pony to a post on the right
Went in to a laundry to wash my clothes down
A man in the corner approached me for a match
I knew right away, he was not ordinary
He said “Are you looking for something easy to catch?”
Said “I got no money”
He said “That ain't necessary”
We set out that night, for the cold in the North
I gave him my blanket, and he gave me his word
I said “Where are we going?” He said we’d be back by the fourth
I said “That’s the best news that I’ve ever heard”
I was thinking about turquoise, I was thinking about gold
I was thinking about diamonds, and the world’s biggest necklace
As we rode through the canyons, through the devilish cold
I was thinking about Isis, how she thought I was so reckless
How she told me that one day we would meet up again
And things would be different the next time we wed
If I only could hang on and just be her friend
I still can’t remember all the best things she said
We came to the pyramids, all embedded in ice
He said “There’s a body I’m trying to find
If I carry it out it’ll bring a good price”
'Twas then that I knew what he had on his mind
The wind it was a-howlin', and the snow was outrageous
We chopped through the night
And we chopped through the dawn
When he died I was hoping that it wasn’t contagious
But I made up my mind that I had to go on
I broke into the tomb, but the casket was empty
There was no jewels, no nothing! I felt I’d been had
When I saw that my partner was just being friendly
When I took up his offer I must've been mad
I picked up his body and I dragged him inside
Threw him down in the hole, and I put back the cover
I said a quick prayer, then I felt satisfied
Then I rode back to find Isis, just to tell her I love her
She was there in the meadow, where the creek used to rise
Blinded by sleep, and in need of a bed
I came in from the East, with the sun in my eyes
I cursed her one time, then I rode on ahead
She said “Where you been?” I said “No place special”
She said “You look different” I said “Well... I guess”
She said “You been gone” I said “That’s only natural”
She said “You going to stay?” I said “If you want me to, yes""
Isis, oh, Isis, you mystical child
What drives me to you is what drives me insane
I still can remember the way that you smiled
On the fifth day of May in the drizzling rain"
65,65,65,Soon after Midnight,,"I'm searching for phrases
To sing your praises
I need to tell someone
It's soon after midnight
And my day has just begun
A gal named Honey
Took my money
She was passing by
It's soon after midnight
And the moon is in my eye
My heart is cheerful
It's never fearful
I've been down on the killing floors
I'm in no great hurry
I'm not afraid of your fury
I've faced stronger walls than yours
Charlotte's a harlot
Dresses in scarlet
Mary dresses in green
It's soon after midnight
And I've got a date with the fairy queen
They chirp and they chatter
What does it matter?
They're lying there dying in their blood
Two-timing Slim
Who's ever heard of him
I'll drag his corpse through the mud
It's now or never
More than ever
When I met you I didn't think you would do
It's soon after midnight
And I don't want nobody but you"
66,66,66,Leopard-Skin Pill Box Hat,,"Well, I see you got your
Brand new leopard-skin pillbox hat
Yes, I see you got your
Brand new leopard-skin pillbox hat
Well, you must tell me, baby
How your head feels under something like that
Under your brand new leopard-skin pillbox hat
Well, you look so pretty in it
Honey, can I jump on it sometime?
Yes, I just want to see
If it’s really the expensive kind
You know it balances on your head
Just like a mattress balances
On a bottle of wine
Your brand new leopard-skin pillbox hat
Well, if you want to see the sun rise
Honey, I know where
We'll go out and see it sometime
We’ll both just sit there and stare
Me with my belt wrapped around my head
And you just sittin' there
In your brand new leopard-skin pillbox hat
Well, I asked the doctor if I could see you
""It’s bad for your health,"" he said
Yes, I disobeyed his orders
I came to see you
But I found him there instead
You know, I don’t mind you cheatin' on me
But I sure wish he’d take that off his head
Your brand new leopard-skin pillbox hat
Well, I see you got a new boyfriend
You know, I never seen him before
Well, I saw you making love with him
You forgot to close the garage door
You might think he loves you for your money
But I know what he really loves you for
It’s your brand new leopard-skin pillbox hat"
67,67,67,Early Roman Kings,,"All the early Roman Kings in their sharkskin suits
Bowties and buttons, high top boots
Driving the spikes in, blazing the rails
Nailed in their coffins in top hats and tails
Fly away little bird, fly away, flap your wings
Fly by night like the early Roman Kings
All the early Roman Kings in the early, early morn’
Coming down the mountain, distributing the corn
Speeding through the forest, racing down the track
You try to get away, they drag you back
Tomorrow is Friday, we’ll see what it brings
Everybody’s talking ‘bout the early Roman Kings
They’re peddlers and they’re meddlers, they buy and they sell
They destroyed your city, they’ll destroy you as well
They’re lecherous and treacherous, hell bent for leather
Each of them bigger than all men put together
Sluggers and muggers wearing fancy gold rings
All the women going crazy for the early Roman Kings
I'll dress up your wounds with a blood clotted rag
I ain’t afraid to make love to a bitch or a hag
If you see me coming and you’re standing there
Wave your handkerchief in the air
I ain’t dead yet, my bell still rings
I keep my fingers crossed like the early Roman Kings
I'll strip you of life, strip you of breath
Ship you down to the house of death
One day you will ask for me
There’ll be no one else that you’ll want to see
Bring down my fiddle, tune up my strings
Gonna break it wide open like the early Roman Kings
I was up on black mountain the day Detroit fell
They killed them all off and they sent them to hell
Ding Dong Daddy, you’re coming up short
Gonna put you on trial in a Sicilian court
I’ve had my fun, I’ve had my flings
Gonna shake ‘em all down like the early Roman Kings"
68,68,68,Things Have Changed,,"A worried man with a worried mind
No one in front of me and nothing behind
There’s a woman on my lap and she’s drinking champagne
Got white skin, got assassin’s eyes
I’m looking up into the sapphire-tinted skies
I’m well dressed, waiting on the last train
Standing on the gallows with my head in a noose
Any minute now I’m expecting all hell to break loose
People are crazy and times are strange
I’m locked in tight, I’m out of range
I used to care, but things have changed
This place ain’t doing me any good
I’m in the wrong town, I should be in Hollywood
Just for a second there I thought I saw something move
Gonna take dancing lessons, do the jitterbug rag
Ain’t no shortcuts, gonna dress in drag
Only a fool in here would think he’s got anything to prove
Lot of water under the bridge, lot of other stuff too
Don’t get up gentlemen, I’m only passing through
People are crazy and times are strange
I’m locked in tight, I’m out of range
I used to care, but things have changed
I’ve been walking forty miles of bad road
If the Bible is right, the world will explode
I’ve been trying to get as far away from myself as I can
Some things are too hot to touch
The human mind can only stand so much
You can’t win with a losing hand
Feel like falling in love with the first woman I meet
Putting her in a wheelbarrow and wheeling her down the street
People are crazy and times are strange
I’m locked in tight, I’m out of range
I used to care, but things have changed
I hurt easy, I just don’t show it
You can hurt someone and not even know it
The next sixty seconds could be like an eternity
Gonna get low down, gonna fly high
All the truth in the world adds up to one big lie
I’m in love with a woman who don’t even appeal to me
Mr. Jinx and Miss Lucy, they jumped in the lake
I’m not that eager to make a mistake
People are crazy and times are strange
I’m locked in tight, I’m out of range
I used to care, but things have changed"
69,69,69,Only a Pawn in Their Game,,"A bullet from the back of a bush took Medgar Evers’ blood
A finger fired the trigger to his name
A handle hid out in the dark
A hand set the spark
Two eyes took the aim
Behind a man’s brain
But he can’t be blamed
He’s only a pawn in their game
A South politician preaches to the poor white man
“You got more than the blacks, don’t complain
You’re better than them, you been born with white skin,” they explain
And the Negro’s name
Is used it is plain
For the politician’s gain
As he rises to fame
And the poor white remains
On the caboose of the train
But it ain't him to blame
He’s only a pawn in their game
The deputy sheriffs, the soldiers, the governors get paid
And the marshals and cops get the same
But the poor white man’s used in the hands of them all like a tool
He’s taught in his school
From the start by the rule
That the laws are with him
To protect his white skin
To keep up his hate
So he never thinks straight
'Bout the shape that he’s in
But it ain't him to blame
He’s only a pawn in their game
From the poverty shacks, he looks from the cracks to the tracks
And the hoof beats pound in his brain
And he’s taught how to walk in a pack
Shoot in the back, with his fist in a clinch
To hang and to lynch
To hide 'neath the hood
To kill with no pain
Like a dog on a chain
He ain't a-got no name
But it ain't him to blame
He’s only a pawn in their game
Today, Medgar Evers was buried from the bullet he caught
They lowered him down as a king
But when the shadowy sun sets on the one
That fired the gun
He’ll see by his grave
On the stone that remains
Carved next to his name
His epitaph plain
Only a pawn in their game"
70,70,70,One Too Many Mornings,,"Down the street the dogs are barkin'
And the day is a-gettin' dark
As the night comes in a-falling
The dogs will lose their bark
And the silent night will shatter
From the sounds inside my mind
Yes I’m one too many mornings
And a thousand miles behind
From the crossroads of my doorstep
My eyes start to fade
And I turn my head back to the room
Where my love and I have laid
And I gaze back to the street
The sidewalk and the sign
And I’m one too many mornings
And a thousand miles behind
It’s a restless hungry feeling
That don’t mean no one no good
When everything I’m a-sayin'
You can say it just as good
You’re right from your side
I'm right from mine
We’re both just one too many mornings
And a thousand miles behind"
71,71,71,Long and Wasted Years,,"It's been such a long long time
Since we loved each other when our hearts were true
One time, for one brief day, I was the man for you
Last night I heard you talking in your sleep
Saying things you shouldn't say, oh baby
You just may have to go to jail someday
Is there a place we can go?
Is there anybody we can see?
Maybe it's the same for you as it is for me
I ain't seen my family in twenty years
That ain't easy to understand, they may be dead by now
I lost track of em after they lost their land
Shake it up baby, twist and shout
You know what it's all about
What are you doing out there in the sun anyway?
Don't you know, the sun can burn your brains right out
My enemy crashed into the dust
Stopped dead in his tracks and he lost his lust
He was run down hard and he broke apart
He died in shame, he had an iron heart
I wear dark glasses to cover my eyes
There are secrets in em that I can't disguise
Come back baby
If I hurt your feelings, I apologize
Two trains running side by side, forty miles wide
Down the eastern line
You don't have to go
I just came to you because you're a friend of mine
I think that when my back was turned
The whole world behind me burned
It's been a while
Since we walked down that long, long aisle
We cried on a cold and frosty morn
We cried because our souls were torn
So much for tears
So much for these long and wasted years"
72,72,72,I Shall Be Free,,"Well, I took me a woman late last night
I’s three-fourths drunk, she looked alright
'Til she started peeling off her onion gook
Took off her wig, said, “How do I look?""
I's high flying, bare-naked
Out the window
Well, sometimes I might get drunk
Walk like a duck and smell like a skunk
Don’t hurt me none, it don’t hurt my pride
Because I got my little lady right by my side
She's a tryin to hide, pretendin' she don't know me
I’s out there painting on the old woodshed
When a can of black paint, it fell on my head
I went down to scrub and rub
But I had to sit in back of the tub
Cost a quarter
Half price
Well, my telephone rang, it would not stop
It’s President Kennedy calling me up
He said, “My friend, Bob
What do we need to make the country grow?”
I said, “My friend, John, Brigitte Bardot
Anita Ekberg
Sophia Loren”
Country'll grow
Well, I got a woman, five feet short
She yells and hollers and screams and snorts
She tickles my nose, pats me on the head
Rolls me over and kicks me out of bed
She’s a man-eater, meat-grinder, bad loser
Oh, there ain't no use in me working all the time
I got a woman who works herself blind
Works up to her britches, up to her neck
Writes me letters and sends me checks
She’s a humdinger
Folk singer
Late one day in the middle of the week
Eyes were closed, I was half asleep
I chased me a woman up the hill
Right in the middle of an air-raid drill
I jumped a fallout shelter
I jumped a string bean
I jumped a TV dinner
I jumped a shotgun
Now, the man on the stand, he wants my vote
He’s a-running for office on the ballot note
He’s out there preaching in front of the steeple
Telling me he loves all kinds of people
He’s eatin' bagels
He’s eatin' pizza
He’s eatin' chitlins
Oh, set me down on a television floor
I’ll flip the channel to number four
Out of the shower comes a football man
With a bottle of oil in his hand
Greasy kid stuff
What I want to know, Mr. Football Man, is
What do you do about Willy Mays
Martin Luther King
Olatunji
Well, the funniest woman I ever seen
Was the great-granddaughter of Mr. Clean
She takes about fifteen baths a day
Wants me to grow a mustache on my face
She’s insane
Well, they ask me why I’m drunk all the time
It levels my head and eases my mind
I just walk along and stroll and sing
I see better days and I do better things
I catch dinosaurs
Make love to Elizabeth Taylor
Catch hell from Richard Burton"
73,73,73,"Mama, You Been on My Mind",,"Perhaps it's the color of the sun cut flat
And covering the crossroads I'm standing at
Or maybe it's the weather or something like that
But mama you been on my mind
I don't mean trouble please don't put me down or get upset
I am not pleading, or saying I can't forget you
I do not pace the floor bowed down and bent, but yet
Mama you been on my mind
Even though my eyes are hazy
And my thoughts they might be narrow
Where you been don't bother me
Or bring me down with sorrow
I don't even mind who you'll be waking with tomorrow
Mama you're just on my mind
I'm not asking you to say words like yes or no
Please, understand me, I have no place I'm calling you to go
I'm just whispering to myself so I can't pretend that I don't know
Mama you are on my mind
When you wake up in the morning, baby look inside your mirror
You know I won't be next to you, you know I won't be near
I'd just be curious to know if you can see yourself as clear
As someone who has had you on his mind"
74,74,74,One of Us Must Know (Sooner or Later),,"I didn’t mean to treat you so bad
You shouldn’t take it so personal
I didn’t mean to make you so sad
You just happened to be there, that’s all
When I saw you say goodbye to your friend and smile
I thought that it was well understood
That you’d be comin' back in a little while
I didn’t know that you were sayin’ goodbye for good
But, sooner or later, one of us must know
That you just did what you’re supposed to do
Sooner or later, one of us must know
That I really did try to get close to you
I couldn’t see what you could show me
Your scarf had kept your mouth well hid
I couldn’t see how you could know me
But you said you knew me and I believed you did
When you whispered in my ear
And asked me if I was leavin' with you or her
I didn’t realize just what I did hear
I didn’t realize how young you were
But, sooner or later, one of us must know
That you just did what you’re supposed to do
Sooner or later, one of us must know
That I really did try to get close to you
And I couldn’t see when it started snowin'
Your voice was all that I heard
I couldn’t see where we were goin'
But you said ya' knew an’ I took your word
And then ya' told me later, as I apologized
That you were just kiddin’ me, you weren’t really from the farm
An’ I told you, as ya' clawed out my eyes
That I never really meant to do you any harm
But, sooner or later, one of us must know
That you just did what you’re supposed to do
Sooner or later, one of us must know
That I really did try to get close to you"
75,75,75,Jokerman,,"Standing on the waters casting your bread
While the eyes of the idol with the iron head are glowing
Distant ships sailing into the mist
You were born with a snake in both of your fists while a hurricane was blowing
Freedom just around the corner for you
But with the truth so far off, what good will it do?
Jokerman dance to the nightingale tune
Bird fly high by the light of the moon
Oh, oh, oh, Jokerman
So swiftly the sun sets in the sky
You rise up and say goodbye to no one
Fools rush in where angels fear to tread
Both of their futures, so full of dread, you don't show one
Shedding off one more layer of skin
Keeping one step ahead of the persecutor within
Jokerman dance to the nightingale tune
Bird fly high by the light of the moon
Oh, oh, oh, Jokerman
You're a man of the mountains, you can walk on the clouds
Manipulator of crowds, you're a dream twister
You're going to Sodom and Gomorrah
But what do you care? Ain't nobody there would want to marry your sister
Friend to the martyr, a friend to the woman of shame
You look into the fiery furnace, see the rich man without any name
Jokerman dance to the nightingale tune
Bird fly high by the light of the moon
Oh, oh, oh, Jokerman
Well, the Book of Leviticus and Deuteronomy
The law of the jungle and the sea are your only teachers
In the smoke of the twilight on a milk-white steed
Michelangelo indeed could've carved out your features
Resting in the fields, far from the turbulent space
Half asleep near the stars with a small dog licking your face
Jokerman dance to the nightingale tune
Bird fly high by the light of the moon
Oh, oh, oh, Jokerman
Well, the rifleman's stalking the sick and the lame
Preacherman seeks the same, who'll get there first is uncertain
Nightsticks and water cannons, tear gas, padlocks
Molotov cocktails and rocks behind every curtain
False-hearted judges dying in the webs that they spin
Only a matter of time till night comes stepping in
Jokerman dance to the nightingale tune
Bird fly high by the light of the moon
Oh, oh, oh, Jokerman
It's a shadowy world, skies are slippery grey
A woman just gave birth to a prince today and dressed him in scarlet
He'll put the priest in his pocket, put the blade to the heat
Take the motherless children off the street
And place them at the feet of a harlot
Oh, Jokerman, you know what he wants
Oh, Jokerman, you don't show any response
Jokerman dance to the nightingale tune
Bird fly high by the light of the moon
Oh, oh, oh, Jokerman"
76,76,76,The Lonesome Death of Hattie Carroll,,"William Zanzinger killed poor Hattie Carroll
With a cane that he twirled around his diamond ring finger
At a Baltimore hotel society gatherin'
And the cops was called in and his weapon took from him
As they rode him in custody down to the station
And booked William Zanzinger for first-degree murder
But you who philosophize disgrace and criticize all fears
Take the rag away from your face
Now ain't the time for your tears
William Zanzinger, who at twenty-four years
Owns a tobacco farm of six hundred acres
With rich wealthy parents who provide and protect him
And high office relations in the politics of Maryland
Reacted to his deed with a shrug of his shoulders
And swear words and sneering, and his tongue it was a-snarling
And in a matter of minutes on bail was out walking
But you who philosophize disgrace and criticize fears
Take the rag away from your face
Now ain't the time for your tears
Hattie Carroll was a maid in the kitchen
She was fifty-one years old and gave birth to ten children
Who carried the dishes and took out the garbage
And never sat once at the head of the table
And didn’t even talk to the people at the table
Who just cleaned up all the food from the table
And emptied the ashtrays on a whole other level
Got killed by a blow, lay slain by a cane
That sailed through the air and came down through the room
Doomed and determined to destroy all the gentle
And she never done nothin' to William Zanzinger
And you who philosophize disgrace and criticize all fears
Take the rag away from your face
Now ain't the time for your tears
In the courtroom of honor, the judge pounded his gavel
To show that all’s equal and that the courts are on the level
And that the strings in the books ain’t pulled and persuaded
And that even the nobles get properly handled
Once that the cops have chased after and caught ’em
And that the ladder of law has no top and no bottom
Stared at the person who killed for no reason
Who just happened to be feelin' that way without warnin'
And he spoke through his cloak, most deep and distinguished
And handed out strongly, for penalty and repentance
William Zanzinger with a six-month sentence
Ah, but you who philosophize disgrace and criticize all fears
Bury the rag deep in your face
For now’s the time for your tears"
77,77,77,Girl from the North Country (v2),,"[Chorus 1: Bob Dylan]
If you’re travelin' to the north country fair
Where the winds hit heavy on the borderline
Remember me to one who lives there
For she once was a true love of mine
[Verse 1: Johnny Cash]
See for me that her hair's hangin' down
It curls and falls all down her breast
See for me that her hair's hangin' down
That's the way I remember her best
[Verse 2: Bob Dylan]
If you go when the snowflakes fall
When the rivers freeze and summer ends
Please see for me if she's wearing a coat so warm
To keep her from the howling winds
[Chorus 2: Johnny Cash & Bob Dylan]
If you’re travelin' in the north country fair
Where the winds hit heavy on the borderline
Please say hello (Remember me) to the one who lives there
For she once was a true love of mine
If you’re travelin' in the north country fair
Where the winds hit heavy on the borderline
Remember me to the one who lives there
For she once was a true love of mine
[Outro: Johnny Cash & Bob Dylan]
A true love of mine
A true love of mine
A true love of mine
A true love of mine
A true love of mine
A true love of mine
She once was a true love of mine"
78,78,78,Meet Me in the Morning,,"Meet me in the morning, 56th and Wabasha
Meet me in the morning, 56th and Wabasha
Honey, we could be in Kansas
By time the snow begins to thaw
They say the darkest hour is right before the dawn
They say the darkest hour is right before the dawn
But you wouldn’t know it by me
Every day’s been darkness since you been gone
Little rooster crowing, there must be something on his mind
Little rooster crowing, there must be something on his mind
Well, I feel just like that rooster
Honey, ya treat me so unkind
Well, I struggled through barbed wire, felt the hail fall from above
Well, I struggled through barbed wire, felt the hail fall from above
Well, you know I even outran the hound dogs
Honey, you know I’ve earned your love
Look at the sun sinking like a ship
Look at the sun sinking like a ship
Ain’t that just like my heart, babe
When you kissed my lips?"
79,79,79,Changing of the Guards,,"Sixteen years
Sixteen banners united over the fields
Where the good shepherd grieves
Desperate men, desperate women divided
Spreading their wings 'neath falling leaves
Fortune calls
I stepped forth from the shadows to the marketplace
Merchants and thieves, hungry for power, my last deal gone down
She's smelling sweet like the meadows where she was born
On Midsummer's Eve near the tower
The cold-blooded moon
The captain waits above the celebration
Sending his thoughts to a beloved maid
Whose ebony face is beyond communication
The captain is down but still believing that his love will be repaid
They shaved her head
She was torn between Jupiter and Apollo
A messenger arrived with a black nightingale
I seen her on the stairs and I couldn't help but follow
Follow her down past the fountain where they lifted her veil
I stumbled to my feet
I rode past destruction in the ditches
With the stitches still mending 'neath a heart-shaped tattoo
Renegade priests and treacherous young witches
Were handing out the flowers that I'd given to you
The palace of mirrors
Where dog soldiers are reflected
The endless road and the wailing of chimes
The empty rooms where her memory is protected
Where the angels' voices whisper to the souls of previous times
She wakes him up
Forty-eight hours later the sun is breaking
Near broken chains, mountain laurel and rolling rocks
She's begging to know what measures he now will be taking
He's pulling her down and she's clutching onto his long golden locks
Gentlemen, he said I don't need your organization, I've shined your shoes
I've moved your mountains and marked your cards
But Eden is burning either get ready for elimination
Or else your hearts must have the courage for the changing of the guards
Peace will come
With tranquillity and splendor on the wheels of fire
But will offer no reward when her false idols fall
And cruel death surrenders with its pale ghost retreating
Between the King and the Queen of Swords"
80,80,80,Gates of Eden,,"Of war and peace the truth just twists
It's curfew gull it glides
Upon four-legged forest clouds
The cowboy angel rides
With his candle lit into the sun
Though its glow is waxed in black
All except when 'neath the trees of Eden
The lamppost stands with folded arms
It's iron claws attached
To curbs 'neath holes where babies wail
Though it shadows metal badge
All and all can only fall
With a crashing but meaningless blow
No sound ever comes from the Gates of Eden
The savage soldier sticks his head in sand
And then complains
Unto the shoeless hunter who's gone deaf
But still remains
Upon the beach where hound dogs bay
At ships with tattooed sails
Heading for the Gates of Eden
With a time-rusted compass blade
Aladdin and his lamp
Sits with Utopian hermit monks
Side saddle on the Golden Calf
And on their promises of paradise
You will not hear a laugh
All except inside the Gates of Eden
Relationships of ownership
They whisper in the wings
To those condemned to act accordingly
And wait for succeeding kings
And I try to harmonize with songs
The lonesome sparrow sings
There are no kings inside the Gates of Eden
The motorcycle black Madonna
Two-wheeled gypsy queen
And her silver-studded phantom cause
The gray flannel dwarf to scream
As he weeps to wicked birds of prey
Who pick up on his bread crumb sins
And there are no sins inside the Gates of Eden
The kingdoms of experience
In the precious winds they rot
While paupers change possessions
Each one wishing for what the other has got
And the princess and the prince
Discuss what's real and what is not
It doesn't matter inside the Gates of Eden
The foreign sun, it squints upon
A bed that is never mine
As friends and other strangers
From their fates try to resign
Leaving men wholly totally free
To do anything they wish to do but die
And there are no trials inside the Gates of Eden
At dawn my lover comes to me
And tells me of her dreams
With no attempts to shovel the glimpse
Into the ditch of what each one means
At times I think there are no words
But these to tell what's true
And there are no truths outside the Gates of Eden"
81,81,81,Mississippi,,"Every step of the way we walk the line
Your days are numbered, so are mine
Time is piling’ up, we struggle and we scrape
We’re all boxed in, nowhere to escape
City’s just a jungle; more games to play
Trapped in the heart of it, trying' to get away
I was raised in the country, I been working’ in the town
I been in trouble ever since I set my suitcase down
Got nothing' for you, I had nothing' before
Don’t even have anything for myself anymore
Sky full of fire, pain pouring’ down
Nothing you can sell me, I’ll see you around
All my powers of expression and thoughts so sublime
Could never do you justice in reason or rhyme
Only one thing I did wrong
Stayed in Mississippi a day too long
Well, the devil’s in the alley, mule’s in the stall
Say anything you wanna, I have heard it all
I was thinking’ 'bout the things that Rosie said
I was dreaming I was sleeping' in Rosie’s bed
Walking through the leaves, falling from the trees
Feeling like a stranger nobody sees
So many things that we never will undo
I know you’re sorry, I’m sorry too
Some people will offer you their hand and some won’t
Last night I knew you, tonight I don’t
I need something strong to distract my mind
I’m gonna look at you ’til my eyes go blind
Well I got here following' the southern star
I crossed that river just to be where you are
Only one thing I did wrong
Stayed in Mississippi a day too long
Well my ship’s been split to splinters and it’s sinking' fast
I’m drowning in the poison, got no future, got no past
But my heart is not weary, it’s light and it’s free
I’ve got nothing but affection for all those who’ve sailed with me
Everybody moving if they ain’t already there
Everybody got to move somewhere
Stick with me baby, stick with me anyhow
Things should start to get interesting' right about now
My clothes are wet, tight on my skin
Not as tight as the corner that I painted myself in
I know that fortune is waiting’ to be kind
So give me your hand and say you’ll be mine
Well, the emptiness is endless, cold as the clay
You can always come back, but you can’t come back all the way
Only one thing I did wrong
Stayed in Mississippi a day too long"
82,82,82,Bob Dylan’s Dream,,"While riding on a train going west
I fell asleep for to take my rest
I dreamed a dream that made me sad
Concerning myself and the first few friends I had
With half-damp eyes I stared to the room
Where my friends and I spent many an afternoon
Where we together weathered many a storm
Laughin and singin till the early hours of the morn
By the old wooden stove where our hats was hung
Our words was told, our songs was sung
Where we longed for nothing and were satisfied
Jokin and talkin about the world outside
With hungry hearts through the heat and cold
We never much thought we could get very old
We thought we could sit forever in fun
And our chances really was a million to one
As easy it was to tell black from white
It was all that easy to tell wrong from right
And our choices, they were few so the thought never hit
That the one road we traveled would ever shatter or split
How many a year has passed and gone
Many a gamble has been lost and won
And many a road taken by many a first friend
And each one I’ve never seen again
I wish, I wish, I wish in vain
That we could sit simply in that room again
Ten thousand dollars at the drop of a hat
And I’d give it all gladly if our lives could be like that"
83,83,83,From a Buick 6,,"I got this graveyard woman, you know
She keeps my kids
But my soulful mama, you know
She keeps me hid
She’s a junkyard angel, and she
Always gives me bread
Well, if I go down dyin', you know
She bound to put a blanket on my bed
Well, when the pipeline gets broken
And I'm lost on the river bridge
I’m all cracked up on the highway
And in the water’s edge
Here again she comes, down the thruway
Ready to sew me up with a thread
Well, if I go down dyin', you know
She bound to put a blanket on my bed
Well, she don’t make me nervous
She don’t talk too much
She walks like Bo Diddley
And she don’t need no crutch
She keeps this .410
All loaded with lead
Well, if I go down dyin', you know
She bound to put a blanket on my bed
Come on!
Well, you know I
Need a steam shovel, mama, to
Keep away the dead
I need a dump truck, baby, to
Unload my head
She brings me everything and more
And just like I said
Well, if I go down dyin', you know
She bound to put a blanket on my bed"
