,,Unnamed: 0,song,album,lyrics
10,10,10,California Gurls,,"[Intro: Snoop Dogg]
Greetings, loved ones
Let's take a journey
[Verse 1: Katy Perry]
I know a place where the grass is really greener
Warm, wet and wild
There must be something in the water
Sipping gin and juice
Laying underneath the palm trees (Undone)
The boys break their necks
Trying to creep a little sneak peek (At us)
[Pre-Chorus: Katy Perry]
You could travel the world
But nothing comes close to the golden coast
Once you party with us
You'll be falling in love
Oh-oh-oh-oh-oh-oh-oh
[Chorus: Katy Perry]
California girls, we're unforgettable
Daisy Dukes, bikinis on top
Sun-kissed skin so hot, we'll melt your popsicle
Oh-oh-oh-oh-oh, oh-oh-oh-oh-oh-oh-oh
California girls, we're undeniable
Fine, fresh, fierce, we got it on lock
West Coast represent, now put your hands up
Oh-oh-oh-oh-oh, oh-oh-oh-oh-oh-oh-oh
[Verse 2: Katy Perry]
Sex (Sex) on the beach
We don't mind sand in our stilettos
We freak in my Jeep ​*horn honks*​
Snoop Doggy Dogg on the stereo, oh-oh
[Pre-Chorus: Katy Perry]
You could travel the world (You could travel the world)
But nothing comes close to the golden coast
Once you party with us (Once you party with us)
You'll be falling in love
Oh-oh-oh-oh-oh-oh-oh
[Chorus: Katy Perry & (Snoop Dogg)]
California gurls, we're unforgettable (California)
Daisy Dukes, bikinis on top
Sun-kissed skin so hot, we'll melt your popsicle
Oh-oh-oh-oh-oh, oh-oh-oh-oh-oh-oh-oh
California gurls (California), we're undeniable
Fine, fresh, fierce, we got it on lock
West Coast represent (West Coast), now put your hands up
Oh-oh-oh-oh-oh, oh-oh-oh-oh-oh-oh-oh
[Verse 3: Snoop Dogg & Katy Perry, Both]
Toned, tan, fit and ready
Turn it up cause it's getting heavy
Wild, wild, West Coast
These are the girls I love the most
I mean the ones, I mean like she's the one
Kiss her, touch her, squeeze her buns (Uh!)
The girl's a freak
She drive a Jeep and live on the beach
I'm okay, I won't play
I love the Bay just like I love L.A
Venice Beach and Palm Springs
Summertime is everything
Homeboys banging out
All that ass hanging out
Bikinis, zucchinis, martinis, no weenies
Just the king and a queenie
Katy, my lady (Yeah?)
Lookie here, baby (Uh-huh)
I'm all up on ya
'Cause you representing California (Oh-oh, yeah)
[Chorus: Katy Perry & (Snoop Dogg)]
California gurls, we're unforgettable
Daisy Dukes, bikinis on top
Sun-kissed skin so hot, we'll melt your popsicle
Oh-oh-oh-oh-oh, oh-oh-oh-oh-oh-oh-oh (Come on, come on)
California gurls, we're undeniable
Fine, fresh, fierce, we got it on lock
West Coast represent (West Coast, West Coast)
Now put your hands up (Aye, aye)
Oh-oh-oh-oh-oh, oh-oh-oh-oh-oh-oh-oh
[Outro: Snoop Dogg & (Katy Perry)]
(California, California gurls)
California gurls, man
(California) Hahahaha
(California Gurls)
I really wish you all could be California gurls"
11,11,11,Witness,,"If I lost it all today, would you stay?
Could my love be enough to stimulate?
If shit hit the fan, grenades got thrown
Would you still show, oh?
Could you go down with me to the mat?
Could we get back up and eventually laugh?
Roll eyes at highs, cheers in the lows, and stay in the flow, whoa
[Pre-Chorus]
'Cause I, I only got this life
And I ain't got the time, no
Not to get it right, oh
We're all just looking for connection
Yeah, we all want to be seen
I'm looking for someone who speaks my language
Someone to ride this ride with me
Can I get a witness? (Witness)
Will you be my witness? (Witness)
I'm just looking for a witness in all of this
Looking for a witness to get me through this
When you tell me everything, and there's no holes
You can scroll through anything, you've got the codes
Nothing to hide, it's all in their eyes
And we just know, whoa
[Pre-Chorus]
'Cause I, I only got this life
And I ain't got the time, no
Not to get it right, oh
We're all just looking for connection
Yeah, we all want to be seen
I'm looking for someone who speaks my language
Someone to ride this ride with me
Can I get a witness? (Witness)
Will you be my witness? (Witness)
I'm just looking for a witness (yeah) in all of this (Oh)
Looking for a witness to get me through this
(Through this, through this, through this, through this)
(Through this, through this, through this, through this)
Will you be my witness?
Could you be the one that speaks for me?
Will you be my witness?
We're all just looking for connection (We're all just looking)
Yeah, we all want to be seen
I'm looking for someone who speaks my language
Someone (To ride this ride) to ride this ride with me (With me)
Can I get a witness? (Witness)
Will you be my witness? (Witness)
(Will you be my witness?)
I'm just looking for a witness in all of this
Looking for a witness to get me through this
Oh-oh-oh-oh (Ah)
Oh-oh-oh-oh, oh-oh-oh, ooh-ooh
Hey (Ah)
Oh-oh-oh
Hey"
12,12,12,I Kissed a Girl,,"This was never the way I planned
Not my intention
I got so brave, drink in hand
Lost my discretion
It's not what I'm used to
Just wanna try you on
I'm curious for you
Caught my attention
I kissed a girl and I liked it
The taste of her cherry chapstick
I kissed a girl just to try it
I hope my boyfriend don't mind it
It felt so wrong, it felt so right
Don't mean I'm in love tonight
I kissed a girl and I liked it
I liked it
No, I don't even know your name
It doesn't matter
You're my experimental game
Just human nature
It's not what good girls do
Not how they should behave
My head gets so confused
Hard to obey
I kissed a girl and I liked it
The taste of her cherry chapstick
I kissed a girl just to try it
I hope my boyfriend don't mind it
It felt so wrong, it felt so right
Don't mean I'm in love tonight
I kissed a girl and I liked it
I liked it
Us girls, we are so magical
Soft skin, red lips, so kissable
Hard to resist, so touchable
Too good to deny it
Ain't no big deal, it's innocent
I kissed a girl and I liked it
The taste of her cherry chapstick
I kissed a girl just to try it
I hope my boyfriend don't mind it
It felt so wrong, it felt so right
Don't mean I'm in love tonight
I kissed a girl and I liked it
I liked it"
13,13,13,Teenage Dream,,"You think I'm pretty without any makeup on
You think I'm funny when I tell the punch line wrong
I know you get me
So I let my walls come down, down
Before you met me
I was alright, but things were kinda heavy
You brought me to life
Now every February, you'll be my Valentine, Valentine
[Pre-Chorus]
Let's go all the way tonight
No regrets, just love
We can dance until we die
You and I, we'll be young forever
You make me feel like I'm living a teenage dream
The way you turn me on
I can't sleep
Let's run away and don't ever look back
Don't ever look back
My heart stops when you look at me
Just one touch
Now baby, I believe this is real
So take a chance and don't ever look back
Don't ever look back
We drove to Cali and got drunk on the beach
Got a motel and built a fort out of sheets
I finally found you, my missing puzzle piece
I'm complete
[Pre-Chorus]
Let's go all the way tonight
No regrets, just love
We can dance until we die
You and I, we'll be young forever
You make me feel like I'm living a teenage dream
The way you turn me on
I can't sleep
Let's run away and don't ever look back
Don't ever look back
My heart stops when you look at me
Just one touch
Now baby, I believe this is real
So take a chance and don't ever look back
Don't ever look back
I'mma get your heart racing in my skin-tight jeans
Be your teenage dream tonight
Let you put your hands on me in my skin-tight jeans
Be your teenage dream tonight
(Tonight, tonight, tonight...)
You make me feel like I'm living a teenage dream
The way you turn me on
I can't sleep
Let's run away and don't ever look back
Don't ever look back (No)
My heart stops when you look at me
Just one touch
Now baby, I believe this is real
So take a chance and don't ever look back
Don't ever look back
I'mma get your heart racing in my skin-tight jeans
Be your teenage dream tonight
Let you put your hands on me in my skin-tight jeans
Be your teenage dream tonight
(Tonight, tonight, tonight...)
[Produced by Dr. Luke, Benny Blanco, and Max Martin]"
14,14,14,Birthday,,"I heard you're feeling nothing's going right
Why don't you let me stop by?
The clock is ticking, running out of time
So we should party all night
[Pre-Chorus 1]
So cover your eyes, I have a surprise
I hope you got a healthy appetite
If you wanna dance, if you want it all
You know that I'm the girl that you should call
Boy, when you're with me, I'll give you a taste
Make it like your birthday every day
I know you like it sweet, so you can have your cake
Give you something good to celebrate
[Post-Chorus]
So make a wish
I'll make it like your birthday every day
I'll be your gift
Give you something good to celebrate
Pop your confetti, pop your Pérignon
So hot and heavy 'til dawn
I got you spinning like a disco ball
All night they're playing your song
[Pre-Chorus 2]
We're living the life, we're doing it right (Right)
You're never gonna be unsatisfied
If you wanna dance, if you want it all (All)
You know that I'm the girl that you should call (Yeah)
Boy, when you're with me, I'll give you a taste
Make it like your birthday every day
I know you like it sweet, so you can have your cake
Give you something good to celebrate
[Post-Chorus]
So make a wish
I'll make it like your birthday every day
I'll be (I'll be) your gift (Your gift)
Give you something good to celebrate
Happy birthday
So let me get you in your birthday suit
It's time to bring out the big balloons (Woo)
So let me get you in your birthday suit
It's time to bring out the big, big, big, big, big, big balloons
Boy, when you're with me, I'll give you a taste (Oh baby)
I'll make it like your birthday every day
I know you like it sweet, so you can have your cake
Give you something good to celebrate (Celebrate now)
Boy, when you're with me, I'll give you a taste (Celebrate now)
Make it like your birthday every day (Woo)
I know you like it sweet, so you can have your cake
Give you something good to celebrate
[Post-Chorus]
So make a wish
I'll make it like your birthday every day
I'll be your gift
Give you something good to celebrate
Happy birthday"
15,15,15,Hot N Cold,,"You change your mind like a girl changes clothes
Yeah, you PMS like a bitch; I would know
And you overthink, always speak cryptically
I should know that you're no good for me
'Cause you're hot then you're cold
You're yes, then you're no
You're in, then you're out
You're up, then you're down
You're wrong when it's right
It's black and it's white
We fight, we break up
We kiss, we make up
(You) You don't really wanna stay, no
(You) But you don't really wanna go, oh
You're hot then you're cold
You're yes, then you're no
You're in, then you're out
You're up, then you're down
We used to be just like twins, so in sync
The same energy, now's a dead battery
Used to laugh (Used to laugh) 'bout nothing ('Bout nothing)
Now you're plain (Now you're plain) boring (Boring)
I should know (I should know) that you're not gonna change
'Cause you're hot then you're cold
You're yes, then you're no
You're in, then you're out
You're up, then you're down
You're wrong when it's right
It's black and it's white
We fight, we break up
We kiss, we make up
(You) You don't really wanna stay, no
(You) But you don't really wanna go, oh
You're hot then you're cold
You're yes, then you're no
You're in, then you're out
You're up, then you're down
Someone call the doctor
Got a case of a love bipolar
Stuck on a roller coaster
Can't get off this ride
You change your mind like a girl changes clothes
'Cause you're hot then you're cold
You're yes, then you're no
You're in, then you're out
You're up, then you're down
You're wrong when it's right
It's black and it's white
We fight, we break up
We kiss, we make up
You're hot then you're cold
You're yes, then you're no
You're in, then you're out
You're up, then you're down
You're wrong when it's right
It's black and it's white
We fight, we break up
We kiss, we make up
(You) You don't really wanna stay, no
(You) But you don't really wanna go, oh
You're hot then you're cold
You're yes, then you're no
You're in, then you're out
You're up, then you're down"
16,16,16,Last Friday Night (T.G.I.F.),,"There's a stranger in my bed
There's a pounding in my head
Glitter all over the room
Pink flamingos in the pool
I smell like a minibar
DJ's passed out in the yard
Barbies on the barbeque
This a hickey or a bruise?
[Pre-Chorus]
Pictures of last night ended up online
I'm screwed, oh well
It's a blacked out blur, but I'm pretty sure it ruled
Damn
Last Friday night
Yeah, we danced on tabletops
And we took too many shots
Think we kissed, but I forgot
Last Friday night
Yeah, we maxed our credit cards
And got kicked out of the bar, so we hit the boulevard
Last Friday night
We went streaking in the park
Skinny dipping in the dark, then had a ménage à trois
Last Friday night
Yeah, I think we broke the law
Always say we're gonna stop-op, oh whoa
[Post-Chorus]
But this Friday night, do it all again
But this Friday night, do it all again
Trying to connect the dots
Don't know what to tell my boss
Think the city towed my car
Chandelier is on the floor
Ripped my favorite party dress
Warrant's out for my arrest
Think I need a ginger ale
That was such an epic fail
[Pre-Chorus]
Pictures of last night ended up online
I'm screwed, oh well
It's a blacked out blur, but I'm pretty sure it ruled
Damn
Last Friday night
Yeah, we danced on tabletops
And we took too many shots
Think we kissed, but I forgot
Last Friday night
Yeah, we maxed our credit cards
And got kicked out of the bar, so we hit the boulevard
Last Friday night
We went streaking in the park
Skinny dipping in the dark, then had a ménage à trois
Last Friday night
Yeah, I think we broke the law
Always say we're gonna stop-op, oh whoa
[Post-Chorus]
But this Friday night, do it all again (Do it all again)
This Friday night, do it all again
(Do it all again) This Friday night
T.G.I.F., T.G.I.F., T.G.I.F
T.G.I.F., T.G.I.F., T.G.I.F
Last Friday night
Yeah, we danced on tabletops
And we took too many shots
Think we kissed, but I forgot
Last Friday night
Yeah, we maxed our credit cards
And got kicked out of the bar, so we hit the boulevard
Last Friday night
We went streaking in the park
Skinny dipping in the dark, then had a ménage à trois
Last Friday night
Yeah, I think we broke the law
Always say we're gonna stop-op, oh whoa
[Post-Chorus]
But this Friday night, do it all again
[Produced by Dr. Luke and Max Martin]"
17,17,17,Unconditionally,,"Oh no, did I get too close?
Oh, did I almost see what's really on the inside?
All your insecurities
All the dirty laundry
Never made me blink one time
Unconditional, unconditionally
I will love you unconditionally
There is no fear now
Let go and just be free
I will love you unconditionally
So come just as you are to me
Don't need apologies
Know that you are worthy
I'll take your bad days with your good
Walk through the storm, I would
I'd do it all because I love you
I love you
Unconditional, unconditionally
I will love you unconditionally
There is no fear now
Let go and just be free
I will love you unconditionally
So open up your heart and just let it begin
Open up your heart and just let it begin
Open up your heart and just let it begin
Open up your heart
Acceptance is the key to be
To be truly free
Will you do the same for me?
Unconditional, unconditionally
I will love you unconditionally
And there is no fear now
Let go and just be free
'Cause I will love you unconditionally, oh yeah
I will love you (Unconditionally)
I will love you
I will love you unconditionally
[Produced by Max Martin and Dr. Luke]"
18,18,18,Harleys In Hawaii,,"Boy, tell me, can you take my breath away?
Cruisin' down a heart-shaped highway
Got you swervin' lane-to-lane, don't hit the brakes
'Cause I'm feelin' so safe
[Pre-Chorus]
I'll be your baby, on a Sunday
Oh, why don't we get out of town?
Call me your baby, on the same wave
Oh, no, no, there's no slowin' down
You and I, I
Ridin' Harleys in Hawaii-i-i
I'm on the back, I'm holdin' tight, I
Want you to take me for a ride, ride
When I hula-hula, hula
So good, you'll take me to the jeweler-jeweler, jeweler
There's pink and purple in the sky-y-y
We're ridin' Harleys in Hawaii-i-i
Let me run my fingers through your salty hair
Go ahead, explore the island vibes
So real that you can feel it in the air
I'm revvin' up your engine
[Pre-Chorus]
I'll be your baby, on a Sunday
Oh, why don't we get out of town? (Why don't we get out of town?)
Call me your baby, catch the same wave
Oh, no, no, there's no slowin' down (Let's go)
You and I, I
Ridin' Harleys in Hawaii-i-i
I'm on the back, I'm holdin' tight, I
Want you to take me for a ride, ride
When I hula-hula, hula
So good, you'll take me to the jeweler-jeweler, jeweler (Jeweler)
There's pink and purple in the sky-y-y
We're ridin' Harleys in Hawaii-i-i
No, no
You and I...
You and I, I
Ridin' Harleys in Hawaii-i-i
I'm on the back, I'm holdin' tight, I
Want you to take me for a ride, ride
When I hula-hula, hula
So good, you'll take me to the jeweler-jeweler, jeweler (Jeweler)
There's pink and purple in the sky-y-y
We're ridin' Harleys in Hawaii-i-i
I'll be your baby, on a Sunday
Oh...
We're ridin' Harleys in Hawaii-i
Call me your baby, catch the same wave
Oh...
We're ridin' Harleys in Hawaii-i"
19,19,19,E.T.,,"You're so hypnotizing
Could you be the devil?
Could you be an angel?
Your touch, magnetizing
Feels like I am floating
Leaves my body glowing
They say be afraid
You're not like the others
Futuristic lover
Different DNA
They don't understand you
[Pre-Chorus]
You're from a whole 'nother world
A different dimension
You open my eyes
And I'm ready to go, lead me into the light
Kiss me, ki-ki-kiss me
Infect me with your lovin'
Fill me with your poison
Take me, ta-ta-take me
Wanna be your victim
Ready for abduction
Boy, you're an alien
Your touch, so foreign
It's supernatural
Extraterrestrial
You're so supersonic
Wanna feel your powers
Stun me with your lasers
Your kiss is cosmic
Every move is magic
[Pre-Chorus]
You're from a whole 'nother world
A different dimension
You open my eyes
And I'm ready to go, lead me into the light
Kiss me, ki-ki-kiss me
Infect me with your lovin'
Fill me with your poison
Take me, ta-ta-take me
Wanna be your victim
Ready for abduction
Boy, you're an alien
Your touch, so foreign
It's supernatural
Extraterrestrial
This is transcendental
On another level
Boy, you're my lucky star
I wanna walk on your wavelength
And be there when you vibrate
For you, I'll risk it all, all
Kiss me, ki-ki-kiss me
Infect me with your lovin'
Fill me with your poison
Take me, ta-ta-take me
Wanna be your victim
Ready for abduction
Boy, you're an alien
Your touch, so foreign
It's supernatural
Extraterrestrial
Extraterrestrial
Extraterrestrial
Boy, you're an alien
Your touch, so foreign
It's supernatural
Extraterrestrial"
20,20,20,Hey Hey Hey,,"A big beautiful brain with a pretty face, yeah
A babydoll with a briefcase, yeah
A hot little hurricane, ha!
'Cause I'm feminine and soft, but I'm still a boss, yeah
Red lipstick, but still so raw, yeah
Marilyn Monroe in a monster truck
[Pre-Chorus]
'Cause I can be zen and I can be the storm, yeah
Smell like a rose and I pierce like a thorn, yeah
Karate chopping the clichés and norms all in a dress
Hey, hey, hey
You think that I'm a little baby
You think that I am fragile like a Fabergé
You think that I am cracking, but you can't break me
No-o-o-o-oh, no way
No-o-o-o-oh, no way
No-o-o-o-oh, no way
You think that I am cracking, but you can't break me
(Br-br-break me)
Yeah, I bounce back like a pro 'cause I'm so resilient
LOL at all your limits
Keep your penny thoughts, I'm making a mint
[Pre-Chorus]
'Cause I can be zen and I can be the storm, yeah
Smell like a rose and I pierce like a thorn, yeah
Karate chopping the clichés and norms all in a dress
Hey, hey, hey
You think that I'm a little baby
You think that I am fragile like a Fabergé
You think that I am cracking, but you can't break me
No-o-o-o-oh, no way
No-o-o-o-oh, no way
No-o-o-o-oh, no way
You think that I am cracking, but you can't break me (uh-uh)
(Br-br-break me)
I ain't got no strings (No strings...)
I'm no one's little puppet
Got my own cha-ching, in my chubby little wallet
And secretly you love it
(You fucking love it)
And secretly you love it
Hey, hey, hey (Hey)
You think that I'm a little baby
You think that I am fragile like a Fabergé
You think that I am cracking, but you can't break me
No-o-o-o-oh
Hey, hey, hey
You think that I'm a little baby
You think that I am fragile like a Fabergé
You think that I am cracking, but you can't break me
No-o-o-o-oh, no way (No)
No-o-o-o-oh, no way (No way)
No-o-o-o-oh, no way (Uh-uh)
Oh, you think that I am cracking, but you can't break me (Uh-uh)
(Br-br-break me)"
21,21,21,This Is How We Do,,"This is how we do
This is how we do (Oh-oh)
Sipping on Rosé
Silver Lake sun coming up all lazy (This is how we do)
Slow cooking pancakes for my boy
Still up, still fresh as a daisy (Oh-oh)
Playing ping pong all night long
Everything's all neon and hazy (This is how we do)
Chanel this, Chanel that
Hell yeah, all my girls vintage Chanel, baby
[Pre-Chorus]
It's no big deal
It's no big deal
It's no big deal
This is no big deal
This is how we do, yeah
Chilling, laid-back, straight stunting
Yeah, we do it like that
This is how we do, do-do-do-do
This is how we do
This is how we do, yeah
Chilling, laid-back, straight stunting
Yeah, we do it like that
This is how we do, do-do-do-do
This is how we do
Big hoops, and maroon lips
My clique hopping in my Maserati (This is how we...)
Santa Barbara-chic at La Super Rica
Grabbing tacos, checking out hotties (Oh-oh)
Now we talkin’ astrology
Getting our nails did all Japanese-y (This is how we do)
Day drinking at the Wildcat
Sucking real bad at Mariah Carey-oke (Oh-oh)
[Pre-Chorus]
It's no big deal
It's no big deal (Uh-uh)
It's no big deal
This is no big deal
This is how we do, yeah
Chilling, laid-back, straight stunting
Yeah, we do it like that
This is how we do, do-do-do-do
This is how we do
This is how we do, yeah
Chilling, laid-back, straight stunting
Yeah, we do it like that
This is how we do, do-do-do-do
This is how we do
Yo, this one goes out to the ladies
At breakfast, in last night's dress
(It’s how we do, straight stunting like that)
Uh-huh, I see you
Yo, this goes out to all you kids
That still have their cars at the club valet
And it's Tuesday
(It’s how we do, straight stunting like that)
Yo, shoutout to all you kids
Buying bottle service with your rent money!
Respect!
This is how we do, yeah
Chilling, laid-back, straight stunting
Yeah, we do it like that
This is how we do, do-do-do-do
This is how we do
This is how we do, yeah
Chilling, laid-back, straight stunting
Yeah, we do it like that
This is how we do, do-do-do-do
This is how we do
(This is how we do)
This goes out to all you people
Going to bed with a 10, and waking up with a 2
(This is how we do)
Ha, not me!
This is how we do, yeah
Chilling, laid-back, straight stunting
Yeah, we do it like that
This is how we do, do-do-do-do
What? Wait
No no no no, bring the beat back
That's right
This is how we do
Uh-oh
This is how we do
Uh-oh
[Produced by Max Martin and Klas Åhlund]"
